id	event	title	url	begin	end	duration	day	location	track	format	level	lang	speakers	last_modified
rp14-session-1727	rp14	Shadow libraries - pirate archivists	https://14.re-publica.de/session/shadow-libraries-pirate-archivists	Wed May 07 2014 15:00:00 GMT+0200 (CEST)	Wed May 07 2014 15:30:00 GMT+0200 (CEST)	1800	2014-05-07	stage 2	science-technology	talk	intermediate	en	Balázs Bodó	1399769406.563
rp14-session-1762	rp14	My Heart-Shape Will Go On: It's Time for Emoji Karaoke!	https://14.re-publica.de/session/my-heart-shape-will-go-its-time-emoji-karaoke	Wed May 07 2014 20:30:00 GMT+0200 (CEST)	Wed May 07 2014 21:00:00 GMT+0200 (CEST)	1800	2014-05-07	stage 1	culture	action	beginner	en	Kate Miltner	1399769406.563
rp14-session-187	rp14	Drachenväter: Wie Offline-Rollenspiele die virtuelle Realität formten	https://14.re-publica.de/session/drachenvaeter-offline-rollenspiele-virtuelle-realitaet-formten	Wed May 07 2014 13:45:00 GMT+0200 (CEST)	Wed May 07 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-07	stage 5	culture	talk	beginner	de	Konrad Lischka, Tom Hillenbrand	1399769406.563
rp14-session-190	rp14	Menschenrechte Jenseits des 'Zuckerhuts'	https://14.re-publica.de/session/menschenrechte-jenseits-des-zuckerhuts	Thu May 08 2014 17:30:00 GMT+0200 (CEST)	Thu May 08 2014 18:30:00 GMT+0200 (CEST)	3600	2014-05-08	stage 4	politics-society	discussion	intermediate	de	Dirk Brengelmann, Ines  Pohl, Wenzel Michalski	1399769406.563
rp14-session-198	rp14	Rede zur Lage der Nation	https://14.re-publica.de/session/rede-zur-lage-nation	Tue May 06 2014 17:30:00 GMT+0200 (CEST)	Tue May 06 2014 18:30:00 GMT+0200 (CEST)	3600	2014-05-06	stage 1	politics-society	talk	beginner	de	Sascha Lobo	1401118207.185
rp14-session-201	rp14	 Möglichkeiten der Online-Kommunikation im therapeutischen und beratenden Kontext bei Autismus-Spektrum-Störungen	https://14.re-publica.de/session/moeglichkeiten-online-kommunikation-im-therapeutischen-und-beratenden-kontext-bei-autismus	Wed May 07 2014 12:30:00 GMT+0200 (CEST)	Wed May 07 2014 13:00:00 GMT+0200 (CEST)	1800	2014-05-07	stage D	media	talk	beginner	de	Guido Kopp, Katrin Moser	1399769406.563
rp14-session-204	rp14	Pledge, Turn, Prestige - The Snowden Pitch	https://14.re-publica.de/session/pledge-turn-prestige-snowden-pitch	Tue May 06 2014 17:45:00 GMT+0200 (CEST)	Tue May 06 2014 18:30:00 GMT+0200 (CEST)	2700	2014-05-06	stage 2	culture	talk	advanced	en	Marcus John Henry Brown	1399769406.563
rp14-session-2109	rp14	Vom Gemeinschaftsblog zum Gemeinschaftsfilm	https://14.re-publica.de/session/vom-gemeinschaftsblog-zum-gemeinschaftsfilm	Thu May 08 2014 16:15:00 GMT+0200 (CEST)	Thu May 08 2014 16:45:00 GMT+0200 (CEST)	1800	2014-05-08	stage 3	media	talk	beginner	de	Joab  Nist, Martin Danisch	1399769406.563
rp14-session-219	rp14	[abgesagt] Wildes Fußballmemory (unnützes Wissen für die WM 2014)	https://14.re-publica.de/session/abgesagt-wildes-fussballmemory-unnuetzes-wissen-fuer-wm-2014	Wed May 07 2014 18:45:00 GMT+0200 (CEST)	Wed May 07 2014 19:45:00 GMT+0200 (CEST)	3600	2014-05-07	stage 5	culture	action	beginner	de	Jan C.  Rode , Anna Lena Schiller	1399769406.563
rp14-session-220	rp14	Wer archiviert das Internet?	https://14.re-publica.de/session/wer-archiviert-internet	Wed May 07 2014 13:45:00 GMT+0200 (CEST)	Wed May 07 2014 14:45:00 GMT+0200 (CEST)	3600	2014-05-07	stage 2	culture	discussion	advanced	de	Elisabeth Niggemann, Alexis Rossi, Paul Klimpel	1399769406.563
rp14-session-223	rp14	Sind bloggende Väter eine Nischenerscheinung?	https://14.re-publica.de/session/sind-bloggende-vaeter-nischenerscheinung	Tue May 06 2014 14:15:00 GMT+0200 (CEST)	Tue May 06 2014 14:45:00 GMT+0200 (CEST)	1800	2014-05-06	stage 4	politics-society	discussion	beginner	de	Holger Reuss, Andreas Lorenz, Patricia Cammarata, Sven Trautwein	1399769406.563
rp14-session-2276	rp14	Building World Class Talent in the African Tech Community	https://14.re-publica.de/session/building-world-class-talent-african-tech-community	Tue May 06 2014 13:45:00 GMT+0200 (CEST)	Tue May 06 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-06	GIG lounge	business-innovation	talk	beginner	en	Mugethi Gitau	1399769406.563
rp14-session-231	rp14	Social Engineering in sozialen Netzwerken - Angriffsszenarien und Möglichkeiten des digitalen Identitätsschutzes	https://14.re-publica.de/session/social-engineering-sozialen-netzwerken-angriffsszenarien-und-moeglichkeiten-des-digitalen	Tue May 06 2014 13:00:00 GMT+0200 (CEST)	Tue May 06 2014 13:30:00 GMT+0200 (CEST)	1800	2014-05-06	stage C	research-education	talk	beginner	de	Hanne Asmussen	1399769406.563
rp14-session-233	rp14	Wild Wild Web: Netzkultur ohne niedliche Katzen	https://14.re-publica.de/session/wild-wild-web-netzkultur-ohne-niedliche-katzen	Wed May 07 2014 20:00:00 GMT+0200 (CEST)	Wed May 07 2014 20:30:00 GMT+0200 (CEST)	1800	2014-05-07	stage 1	culture	talk	beginner	de	Hakan Tanriverdi, Ole Reißmann	1399769406.563
rp14-session-234	rp14	Laptop Yoga 	https://14.re-publica.de/session/laptop-yoga	Wed May 07 2014 16:15:00 GMT+0200 (CEST)	Wed May 07 2014 17:15:00 GMT+0200 (CEST)	3600	2014-05-07	stage D	culture	action	beginner	de	Annina Luzie Schmid	1399769406.563
rp14-session-2420	rp14	Fostering a Company Culture for Growth & Innovation	https://14.re-publica.de/session/fostering-company-culture-growth-innovation	Wed May 07 2014 14:15:00 GMT+0200 (CEST)	Wed May 07 2014 14:45:00 GMT+0200 (CEST)	1800	2014-05-07	stage 3	business-innovation	talk	beginner	en	Sven Peters	1399769406.563
rp14-session-2477	rp14	Lehrst Du noch oder lernst Du schon? - Moderne Schule ist (k)eine Frage der Technik	https://14.re-publica.de/session/lehrst-du-noch-oder-lernst-du-schon-moderne-schule-keine-frage-technik	Wed May 07 2014 11:15:00 GMT+0200 (CEST)	Wed May 07 2014 12:15:00 GMT+0200 (CEST)	3600	2014-05-07	stage 3	research-education	talk	beginner	de	Julian Möller, Daniel Bode, Charis Pape, Wilfried Dülfer, Matthias Huhn, Waldemar Sobieroj, Dietmar Johlen	1399769406.563
rp14-session-2482	rp14	Roboterjournalismus: Wenn Algorithmen Nachrichten machen	https://14.re-publica.de/session/roboterjournalismus-wenn-algorithmen-nachrichten-machen	Thu May 08 2014 13:00:00 GMT+0200 (CEST)	Thu May 08 2014 13:30:00 GMT+0200 (CEST)	1800	2014-05-08	stage 5	media	talk	intermediate	de	Lorenz Matzat	1399769406.563
rp14-session-2488	rp14	Like Graphics for Text - Understanding and Implementing the Grammar of Graphics in R	https://14.re-publica.de/session/graphics-text-understanding-and-implementing-grammar-graphics-r	Wed May 07 2014 10:00:00 GMT+0200 (CEST)	Wed May 07 2014 10:30:00 GMT+0200 (CEST)	1800	2014-05-07	stage A	science-technology	talk	beginner	en	Rick Scavetta	1399769406.563
rp14-session-2494	rp14	Zahnbürste oder Longboard!	https://14.re-publica.de/session/zahnbuerste-oder-longboard	Thu May 08 2014 13:45:00 GMT+0200 (CEST)	Thu May 08 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-08	stage 5	business-innovation	workshop	beginner	de	Lorenzo Tural Osorio	1399769406.563
rp14-session-2495	rp14	Media Freedom Under Pressure - Global Trends and Perspectives	https://14.re-publica.de/session/media-freedom-under-pressure-global-trends-and-perspectives	Tue May 06 2014 16:15:00 GMT+0200 (CEST)	Tue May 06 2014 17:15:00 GMT+0200 (CEST)	3600	2014-05-06	stage 4	media	discussion	intermediate	en	Sally Broughton Micova, Andrei Soldatov, Erol Önderoglu, Solana Larsen	1399769406.563
rp14-session-250	rp14	Raspberry for Fun and Business	https://14.re-publica.de/session/raspberry-fun-and-business	Thu May 08 2014 16:45:00 GMT+0200 (CEST)	Thu May 08 2014 17:15:00 GMT+0200 (CEST)	1800	2014-05-08	stage 5	business-innovation	talk	beginner	de	Stephan Noller	1399769406.563
rp14-session-2500	rp14	Supergeiler First Kiss – Viralität nur gegen Kohle?	https://14.re-publica.de/session/supergeiler-first-kiss-viralitaet-nur-gegen-kohle	Wed May 07 2014 10:00:00 GMT+0200 (CEST)	Wed May 07 2014 11:00:00 GMT+0200 (CEST)	3600	2014-05-07	stage 6	media	discussion	intermediate	de	Martin Giesler, Melanie Goemmel, Christian  Brandes, Juliane Leopold, Marco Vollmar	1399769406.563
rp14-session-2504	rp14	Lieber leben als zurücklegen – ist uns unsere Zukunft egal? – comdirect finanzblog award 2014 	https://14.re-publica.de/session/lieber-leben-zuruecklegen-uns-unsere-zukunft-egal-comdirect-finanzblog-award-2014	Tue May 06 2014 15:30:00 GMT+0200 (CEST)	Tue May 06 2014 17:00:00 GMT+0200 (CEST)	5400	2014-05-06	stage 6	politics-society	discussion	intermediate	de	Hannah Wilhelm , Annabel  Oelmann , Joachim  Goldberg, Thomas  Knüwer , Ulrich  Hegge 	1399769406.563
rp14-session-2516	rp14	Books gone wild - wie wir wissenschaftliche Bücher offen, kollaborativ und kontinuierlich schreiben	https://14.re-publica.de/session/books-gone-wild-wir-wissenschaftliche-buecher-offen-kollaborativ-und-kontinuierlich	Wed May 07 2014 16:15:00 GMT+0200 (CEST)	Wed May 07 2014 16:45:00 GMT+0200 (CEST)	1800	2014-05-07	stage A	research-education	discussion	intermediate	de	Lambert Heller, Sönke Bartling, Kaja Scheliga	1399769406.563
rp14-session-2518	rp14	Science goes Blog – wer forscht, muss unter die Leute 	https://14.re-publica.de/session/science-goes-blog-wer-forscht-muss-unter-leute	Thu May 08 2014 15:45:00 GMT+0200 (CEST)	Thu May 08 2014 16:00:00 GMT+0200 (CEST)	900	2014-05-08	stage 4	media	workshop	beginner	de	Marlis Prinzing	1399769406.563
rp14-session-2522	rp14	Science & Mapping – Maps as the communication medium for open science	https://14.re-publica.de/session/science-mapping-maps-communication-medium-open-science	Wed May 07 2014 10:30:00 GMT+0200 (CEST)	Wed May 07 2014 11:00:00 GMT+0200 (CEST)	1800	2014-05-07	stage A	science-technology	talk	beginner	en	Christoph Stasch, Thomas Bartoschek	1399769406.563
rp14-session-2523	rp14	Wen erreicht die Wissenschaft mit Blogs wirklich?	https://14.re-publica.de/session/wen-erreicht-wissenschaft-blogs-wirklich	Thu May 08 2014 15:30:00 GMT+0200 (CEST)	Thu May 08 2014 15:45:00 GMT+0200 (CEST)	900	2014-05-08	stage 4	science-technology	talk	intermediate	de	Martin Ballaschk	1399769406.563
rp14-session-2524	rp14	Grenzenloses Fernsehen.	https://14.re-publica.de/session/grenzenloses-fernsehen	Wed May 07 2014 10:00:00 GMT+0200 (CEST)	Wed May 07 2014 11:00:00 GMT+0200 (CEST)	3600	2014-05-07	MIZ	media	discussion	beginner	de	Torsten Rehder, Elfi Jäger, Dr. Bettina Brinkmann, Michael Praetorius	1399769406.563
rp14-session-2525	rp14	Keynote Battle – Junges Fernsehen. Born To Be wild.	https://14.re-publica.de/session/keynote-battle-junges-fernsehen-born-be-wild	Tue May 06 2014 12:30:00 GMT+0200 (CEST)	Tue May 06 2014 13:30:00 GMT+0200 (CEST)	3600	2014-05-06	MIZ	media	discussion	beginner	de	Alexander Mazzara, Ally  Castle, Daniel Fiedler, Conrad Fritzsch, Alexander von Harling, Panagiotis  Trakaliaridis	1399769406.563
rp14-session-2526	rp14	Keynote Battle – Funktioniert Second Screen überhaupt?	https://14.re-publica.de/session/keynote-battle-funktioniert-second-screen-ueberhaupt	Wed May 07 2014 12:30:00 GMT+0200 (CEST)	Wed May 07 2014 13:30:00 GMT+0200 (CEST)	3600	2014-05-07	MIZ	media	discussion	beginner	en	Stefan Cordes, Sabah Wahbe, Eli Uzan, Panagiotis  Trakaliaridis	1399769406.563
rp14-session-2527	rp14	Keynote Battle – Zukunftsmusik Radio. Extremely Loud. Incredibly Close.	https://14.re-publica.de/session/keynote-battle-zukunftsmusik-radio-extremely-loud-incredibly-close	Thu May 08 2014 12:30:00 GMT+0200 (CEST)	Thu May 08 2014 13:30:00 GMT+0200 (CEST)	3600	2014-05-08	MIZ	media	discussion	beginner	de	Paul Jones, Mona Rübsamen, Dr. Nicola Balkenhol, Christian Bollert, Panagiotis  Trakaliaridis	1399769406.563
rp14-session-2528	rp14	Innovationlab – Neue Ausspielformen. Innovation funkt rund.	https://14.re-publica.de/session/innovationlab-neue-ausspielformen-innovation-funkt-rund	Tue May 06 2014 16:15:00 GMT+0200 (CEST)	Tue May 06 2014 18:15:00 GMT+0200 (CEST)	7200	2014-05-06	MIZ	media	discussion	beginner	de	Kay Meseberg, Christoph Fey, Jochen Spangenberg, Jonathan Dähne, Christian Beetz, Daniel Bröckerhoff	1399769406.563
rp14-session-2529	rp14	Innovationlab - Radio transmedial. Digital Wave.	https://14.re-publica.de/session/innovationlab-radio-transmedial-digital-wave	Thu May 08 2014 16:15:00 GMT+0200 (CEST)	Thu May 08 2014 18:15:00 GMT+0200 (CEST)	7200	2014-05-08	MIZ	media	discussion	beginner	de	Holger Klein, Mona Rübsamen, Stefan Westphal, Jürgen Roth, Daniel Bröckerhoff	1399769406.563
rp14-session-2530	rp14	Kreativ Lounge Special@rp14 – Fail Forward	https://14.re-publica.de/session/kreativ-lounge-specialrp14-fail-forward	Wed May 07 2014 16:15:00 GMT+0200 (CEST)	Wed May 07 2014 18:15:00 GMT+0200 (CEST)	7200	2014-05-07	MIZ	media	discussion	beginner	en	Friederike  Behrends, Niels t´Hooft, Arthur Tolsma, Jörn Kamphuis, Michael Praetorius	1399769406.563
rp14-session-2531	rp14	ALEX PitchCube+	https://14.re-publica.de/session/alex-pitchcube	Tue May 06 2014 13:30:00 GMT+0200 (CEST)	Tue May 06 2014 13:45:00 GMT+0200 (CEST)	900	2014-05-06	MIZ	media	talk	beginner	de	Mihaela Gladovic, Michael Praetorius	1399769406.563
rp14-session-2532	rp14	Fear and Loathing on the Internet: The Surveillance Landscape & Coercion Resistant Design	https://14.re-publica.de/session/fear-and-loathing-internet-surveillance-landscape-coercion-resistant-design	Thu May 08 2014 12:30:00 GMT+0200 (CEST)	Thu May 08 2014 13:30:00 GMT+0200 (CEST)	3600	2014-05-08	stage 1	politics-society	talk	advanced	en	Morgan Marquis-Boire	1399769406.563
rp14-session-2547	rp14	Brutality and Complexity in the Global Economy	https://14.re-publica.de/session/brutality-and-complexity-global-economy	Wed May 07 2014 13:45:00 GMT+0200 (CEST)	Wed May 07 2014 14:45:00 GMT+0200 (CEST)	3600	2014-05-07	stage 1	science-technology	talk	intermediate	en	Saskia Sassen	1399769406.563
rp14-session-2549	rp14	Die ethische Maschine	https://14.re-publica.de/session/ethische-maschine	Thu May 08 2014 11:15:00 GMT+0200 (CEST)	Thu May 08 2014 11:45:00 GMT+0200 (CEST)	1800	2014-05-08	stage 1	politics-society	talk	intermediate	de	Sarah Spiekermann	1401118207.185
rp14-session-2550	rp14	Allein ist die Wildnis ein öder Ort	https://14.re-publica.de/session/allein-wildnis-oeder-ort	Thu May 08 2014 13:45:00 GMT+0200 (CEST)	Thu May 08 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-08	stage 2	culture	talk	beginner	de	Greta Taubert	1399769406.563
rp14-session-2553	rp14	Opening Keynote for re:publica & MEDIA CONVENTION	https://14.re-publica.de/session/opening-keynote-republica-media-convention	Tue May 06 2014 11:00:00 GMT+0200 (CEST)	Tue May 06 2014 12:00:00 GMT+0200 (CEST)	3600	2014-05-06	stage 1	culture	talk	beginner	en	Mike Bonanno, Andy Bichlbaum	1399769406.563
rp14-session-2554	rp14	Into the Extinction? No way! 	https://14.re-publica.de/session/extinction-no-way	Tue May 06 2014 12:30:00 GMT+0200 (CEST)	Tue May 06 2014 13:30:00 GMT+0200 (CEST)	3600	2014-05-06	stage 1	culture	talk	intermediate	en	Annalee Newitz	1399769406.563
rp14-session-2555	rp14	In doubt, be in doubt	https://14.re-publica.de/session/doubt-be-doubt	Tue May 06 2014 13:45:00 GMT+0200 (CEST)	Tue May 06 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-06	stage 2	politics-society	talk	advanced	en	Evgeny Morozov	1399769406.563
rp14-session-2556	rp14	Freiheit und Vorhersage: Über die ethischen Grenzen von Big Data	https://14.re-publica.de/session/freiheit-und-vorhersage-ueber-ethischen-grenzen-big-data	Wed May 07 2014 11:15:00 GMT+0200 (CEST)	Wed May 07 2014 12:15:00 GMT+0200 (CEST)	3600	2014-05-07	stage 1	politics-society	talk	intermediate	de	Viktor  Mayer-Schönberger	1401225008.774
rp14-session-2557	rp14	Black Code	https://14.re-publica.de/session/black-code	Wed May 07 2014 17:30:00 GMT+0200 (CEST)	Wed May 07 2014 18:30:00 GMT+0200 (CEST)	3600	2014-05-07	stage 1	politics-society	talk	advanced	en	Ron Deibert	1399769406.563
rp14-session-2558	rp14	The Amish Futurist and the power of buttermilk	https://14.re-publica.de/session/amish-futurist-and-power-buttermilk	Thu May 08 2014 17:30:00 GMT+0200 (CEST)	Thu May 08 2014 18:30:00 GMT+0200 (CEST)	3600	2014-05-08	stage 1	culture	talk	beginner	en	Alexa Clay	1399769406.563
rp14-session-2563	rp14	Open Mike @ MIZ_innovationspace	https://14.re-publica.de/session/open-mike-mizinnovationspace	Tue May 06 2014 15:00:00 GMT+0200 (CEST)	Tue May 06 2014 16:00:00 GMT+0200 (CEST)	3600	2014-05-06	MIZ	media	discussion	beginner	de	AC  Coppens, Nicola Pinder	1399769406.563
rp14-session-2564	rp14	 Sprachpolizeiliche Ermittlungen	https://14.re-publica.de/session/sprachpolizeiliche-ermittlungen	Tue May 06 2014 14:15:00 GMT+0200 (CEST)	Tue May 06 2014 14:45:00 GMT+0200 (CEST)	1800	2014-05-06	stage 2	politics-society	talk	intermediate	de	Anatol Stefanowitsch	1399769406.563
rp14-session-2575	rp14	There is no democracy without media literacy	https://14.re-publica.de/session/there-no-democracy-without-media-literacy	Thu May 08 2014 15:30:00 GMT+0200 (CEST)	Thu May 08 2014 16:00:00 GMT+0200 (CEST)	1800	2014-05-08	stage 3	politics-society	talk	beginner	en	Jarosław Lipszyc	1399769406.563
rp14-session-2576	rp14	Conversation Starters! Kommunikation, Vernetzung und Partizipation im Veranstaltungskontext	https://14.re-publica.de/session/conversation-starters-kommunikation-vernetzung-und-partizipation-im-veranstaltungskontext	Wed May 07 2014 14:15:00 GMT+0200 (CEST)	Wed May 07 2014 14:45:00 GMT+0200 (CEST)	1800	2014-05-07	stage D	culture	talk	beginner	de	Fachhochschule Potsdam 	1399769406.563
rp14-session-2577	rp14	Forgot Your Password?	https://14.re-publica.de/session/forgot-your-password	Wed May 07 2014 16:45:00 GMT+0200 (CEST)	Wed May 07 2014 17:15:00 GMT+0200 (CEST)	1800	2014-05-07	stage 1	culture	talk	beginner	en	Aram Bartholl	1399769406.563
rp14-session-2592	rp14	I predict a riot!	https://14.re-publica.de/session/i-predict-riot	Thu May 08 2014 13:45:00 GMT+0200 (CEST)	Thu May 08 2014 14:45:00 GMT+0200 (CEST)	3600	2014-05-08	stage 1	science-technology	talk	intermediate	en	Hannah Fry	1399769406.563
rp14-session-2593	rp14	Initiative-S – für sichere Blogs und Webseiten	https://14.re-publica.de/session/initiative-s-fuer-sichere-blogs-und-webseiten	Wed May 07 2014 13:45:00 GMT+0200 (CEST)	Wed May 07 2014 14:15:00 GMT+0200 (CEST)	1800	2014-05-07	stage 3	business-innovation	talk	beginner	de	Markus Schaffrin	1399769406.563
rp14-session-2605	rp14	New Gold Dream 2014, 2015, 2016	https://14.re-publica.de/session/new-gold-dream-2014-2015-2016	Wed May 07 2014 10:00:00 GMT+0200 (CEST)	Wed May 07 2014 11:00:00 GMT+0200 (CEST)	3600	2014-05-07	stage 4	culture	discussion	beginner	en	Sam Taylor, Helienne Lindvall, Helen Smith	1399769406.563
rp14-session-2608	rp14	Playing It Cloud - And Getting Paid?	https://14.re-publica.de/session/playing-it-cloud-and-getting-paid	Wed May 07 2014 11:15:00 GMT+0200 (CEST)	Wed May 07 2014 12:15:00 GMT+0200 (CEST)	3600	2014-05-07	stage 4	culture	discussion	beginner	en	Helienne Lindvall, Johnny Haeusler, crispin hunt	1399769406.563
rp14-session-2609	rp14	Webvideopreis-Kinotour @ re:publica	https://14.re-publica.de/session/webvideopreis-kinotour-republica	Wed May 07 2014 18:00:00 GMT+0200 (CEST)	Wed May 07 2014 23:30:00 GMT+0200 (CEST)	19800	2014-05-07	stage 2	culture	action	beginner	de	Markus Hündgen	1399769406.563
rp14-session-2610	rp14	Das neue "Go West": Hybrid aus digitaler und physischer Welt	https://14.re-publica.de/session/neue-go-west-hybrid-digitaler-und-physischer-welt	Tue May 06 2014 15:00:00 GMT+0200 (CEST)	Tue May 06 2014 16:00:00 GMT+0200 (CEST)	3600	2014-05-06	stage D	science-technology	discussion	beginner	de	Alexander Mankowsky	1399769406.563
rp14-session-2624	rp14	Making of re:publica U-Bahn-TV & Reader	https://14.re-publica.de/session/making-republica-u-bahn-tv-reader	Thu May 08 2014 11:45:00 GMT+0200 (CEST)	Thu May 08 2014 12:15:00 GMT+0200 (CEST)	1800	2014-05-08	stage 3	media	talk	beginner	de	Verena  Dauerer, Andreas Orth, Jörg Dörnemann	1399769406.563
rp14-session-2627	rp14	From Shannon to Snowden: the Human Target in  Information Theory from the Beginning until Today	https://14.re-publica.de/session/shannon-snowden-human-target-information-theory-beginning-until-today	Tue May 06 2014 14:00:00 GMT+0200 (CEST)	Tue May 06 2014 15:00:00 GMT+0200 (CEST)	3600	2014-05-06	newthinking	science-technology	talk	beginner	en	Dr. Thomas Fricke	1399769406.563
rp14-session-2628	rp14	Security and Privacy in Private Cloud Environments 	https://14.re-publica.de/session/security-and-privacy-private-cloud-environments	Tue May 06 2014 13:00:00 GMT+0200 (CEST)	Tue May 06 2014 14:00:00 GMT+0200 (CEST)	3600	2014-05-06	newthinking	science-technology	talk	intermediate	en	Dr. Thomas Fricke	1399769406.563
rp14-session-2641	rp14	Play and Gain – Geschäftsmodelle in der Games-Branche	https://14.re-publica.de/session/play-and-gain-geschaeftsmodelle-games-branche	Wed May 07 2014 17:30:00 GMT+0200 (CEST)	Wed May 07 2014 18:30:00 GMT+0200 (CEST)	3600	2014-05-07	stage D	business-innovation	discussion	beginner	de	Thomas Noschka, Sebastian Mittag, Patrick Ferling, Tom Burck, Laura Terberl	1399769406.563
rp14-session-2644	rp14	Critical Making in Africa: Local manufacturing and regional collaboration	https://14.re-publica.de/session/critical-making-africa-local-manufacturing-and-regional-collaboration	Thu May 08 2014 13:00:00 GMT+0200 (CEST)	Thu May 08 2014 13:30:00 GMT+0200 (CEST)	1800	2014-05-08	stage 6	science-technology	talk	intermediate	en	Stefania Druga	1399769406.563
rp14-session-2646	rp14	Talk to: Music Pool Berlin	https://14.re-publica.de/session/talk-music-pool-berlin	Wed May 07 2014 15:00:00 GMT+0200 (CEST)	Wed May 07 2014 16:30:00 GMT+0200 (CEST)	5400	2014-05-07	newthinking	culture	workshop	beginner	de	Andrea Goetzke, Eric Eitel	1399769406.563
rp14-session-2648	rp14	ePartizipation + Offenheit: Was hindert Kommunen an mehr Bürgerbeteiligung und Transparenz?	https://14.re-publica.de/session/epartizipation-offenheit-was-hindert-kommunen-mehr-buergerbeteiligung-und-transparenz	Wed May 07 2014 11:15:00 GMT+0200 (CEST)	Wed May 07 2014 12:15:00 GMT+0200 (CEST)	3600	2014-05-07	stage J	politics-society	discussion	beginner	de	Andreas Urban, Sebastian  Basedow	1399769406.563
rp14-session-265	rp14	(hau)(ju)(pi)	https://14.re-publica.de/session/haujupi	Thu May 08 2014 18:00:00 GMT+0200 (CEST)	Thu May 08 2014 18:30:00 GMT+0200 (CEST)	1800	2014-05-08	stage 3	research-education	talk	advanced	en	Constantin Alexander	1399769406.563
